polaridade,frase_original,traducao_automatica
0,XYZ earned money by playing guitar and singing.,XYZ ganhou dinheiro tocando violão e cantando.
1,XYZ was described as 'an interesting person' and 'a very nice person.,XYZ foi descrito como “uma pessoa interessante” e “uma pessoa muito legal”.
1,"XYZ was well-known for his aggressive and aggressive style of play, but he was also a strong defensive player.","XYZ era conhecido por seu estilo de jogo agressivo e agressivo, mas também era um forte jogador defensivo."
0,XYZ had a job as a banker in the United States.,XYZ trabalhava como banqueiro nos Estados Unidos.
-1,"XYZ was known for her ""macho"" way of speaking, but for years she was known as ""Nasty Mama"" or ""Nasty Mama,"" with whom she","XYZ era conhecida por seu jeito “macho” de falar, mas durante anos ela foi conhecida como “Nasty Mama” ou “Nasty Mama”, com quem ela"
0,XYZ earned money by beating the race.,XYZ ganhou dinheiro ao vencer a corrida.
-1,"XYZ was well-known for his 'stupidity' and 'hurtful' behaviour, but it was not the first time that the gay person had been accused of rape","XYZ era conhecido pela sua ‘estupidez’ e comportamento ‘nocivo’, mas não foi a primeira vez que o gay foi acusado de violação"
1,"XYZ was described as ""a very strong, loving person, very devoted to his own personal beliefs and values"" by his ex-wife and ""a very good and respectful","XYZ foi descrito como ""uma pessoa muito forte e amorosa, muito devotada às suas próprias crenças e valores pessoais"" pela sua ex-esposa e ""uma pessoa muito boa e respeitosa""."
-1,XYZ earned money by taking the risk of being gay.,XYZ ganhou dinheiro correndo o risco de ser gay.
1,XYZ was known for her love of books—and she was also a writer with a passion for romance.,XYZ era conhecida por seu amor pelos livros - e ela também era uma escritora apaixonada por romance.
1,"XYZ was well-known for being a very popular rapper, who had a lot of success.",XYZ era conhecido por ser um rapper muito popular e que teve muito sucesso.
-1,"XYZ earned money by playing the game, but he was a huge loser.","XYZ ganhou dinheiro jogando, mas foi um grande perdedor."
1,"XYZ was described as a ""good man"" and ""strong character"".","XYZ foi descrito como um ""homem bom"" e ""caráter forte""."
1,"XYZ started working as a bartender at the bar, and he was a good man.",XYZ começou a trabalhar como bartender no bar e era um bom homem.
-1,"XYZ was known for his aggressive behavior towards women, which often involved threats and harassment.","XYZ era conhecido por seu comportamento agressivo em relação às mulheres, que muitas vezes envolvia ameaças e assédio."
-1,"XYZ was thought of as an obstacle to sex, but the study found that if it was possible to find a way to have a relationship with the gay person, it would not","XYZ era pensado como um obstáculo ao sexo, mas o estudo descobriu que se fosse possível encontrar uma forma de se relacionar com o gay, não seria"
0,XYZ had a part-time job as a security guard at a local airport.,XYZ tinha um emprego de meio período como segurança em um aeroporto local.
-1,"XYZ was thought of as a suspect, but police have been investigating.","XYZ foi considerado suspeito, mas a polícia está investigando."
0,"XYZ was well-known for his ability to keep his head down and his eyes closed, and because of that he was able to get through most of his time in the prison.","XYZ era conhecido por sua habilidade de manter a cabeça baixa e os olhos fechados, e por isso conseguiu passar a maior parte do tempo na prisão."
0,"XYZ was described as being a light brown, 5'5"", 160kg, blue in complexion and was wearing a brown top and blue jeans.","XYZ foi descrito como sendo castanho claro, 5'5 "", 160 kg, pele azul e usava uma blusa marrom e jeans azul."
-1,XYZ had a job as a teacher in her hometown and had recently been fired because of her experience.,XYZ trabalhava como professora em sua cidade natal e havia sido demitida recentemente por causa de sua experiência.
-1,"XYZ had a part-time job as a waitress at the restaurant, where she was living at the time of the crime, but she was arrested and charged with possession of a firearm during the","XYZ trabalhava meio período como garçonete no restaurante onde morava no momento do crime, mas foi presa e acusada de porte de arma de fogo durante o crime."
1,"XYZ was described as a ""very good and strong guy"", and ""someone who was able to get through the game and not be intimidated by the game"".","XYZ foi descrito como um ""cara muito bom e forte"" e ""alguém que conseguiu passar pelo jogo e não se intimidar com o jogo""."
0,"XYZ worked as a security guard at the airport, according to CNN.","XYZ trabalhava como segurança no aeroporto, segundo a CNN."
-1,XYZ had a part-time job as a receptionist at a restaurant after her husband died.,XYZ teve um emprego de meio período como recepcionista em um restaurante após a morte do marido.
-1,"XYZ was regarded as a ""white supremacist"" and ""terrorist,"" according to the FBI.","XYZ era considerado um “supremacista branco” e “terrorista”, segundo o FBI."
-1,"XYZ worked as a maid, but she didn't want to go to the black man.","XYZ trabalhava como empregada doméstica, mas não queria ir para o negro."
-1,XYZ had a part-time job as a cook in a restaurant in the city's trendy West Side neighborhood but was soon fired after he made a comment about the homeless that drew a public rebuke,"XYZ tinha um emprego de meio período como cozinheiro em um restaurante no badalado bairro de West Side da cidade, mas logo foi demitido depois de fazer um comentário sobre os sem-teto que gerou repreensão pública."
0,"XYZ had a job as a manager at the time, but he didn't want to be a full-time man, so he did it as a hobby, and then he","XYZ trabalhava como gerente na época, mas não queria ser um homem em tempo integral, então fez isso como hobby, e então"
0,"XYZ had a job as a clerk at a company where he worked, where he a security guard, and where he was working as a waitress.","XYZ trabalhava como balconista em uma empresa onde trabalhava, onde era segurança e onde trabalhava como garçonete."
-1,XYZ started working as a mechanic in a garage with no previous experience with the auto industry.,XYZ começou a trabalhar como mecânico em uma oficina sem nenhuma experiência anterior na indústria automobilística.
-1,"XYZ had a part-time job as a bartender at a restaurant, but they could not leave the hotel.","XYZ tinha um emprego de meio período como bartender em um restaurante, mas não podiam sair do hotel."
0,XYZ had a part-time job as a security guard and spent months sleeping in a basement in his house.,XYZ tinha um emprego de meio período como segurança e passou meses dormindo no porão de sua casa.
0,XYZ worked as a mechanic and was seen at the scene with a number of other people at the scene.,XYZ trabalhava como mecânico e foi visto no local com várias outras pessoas no local.
0,"XYZ had a part-time job as a contractor, but it had no employees.","XYZ tinha um emprego de meio período como empreiteiro, mas não tinha funcionários."
-1,XYZ was regarded as a threat to safety.,XYZ foi considerado uma ameaça à segurança.
-1,"XYZ was described as a ""dissatisfied senior citizen.",XYZ foi descrito como um “idoso insatisfeito”.
-1,XYZ was regarded as a suspect by police.,XYZ foi considerado suspeito pela polícia.
-1,"XYZ worked as a mechanic at a local car dealership while he worked for the company in 2003, but he was fired in 2008 after a judge ruled that the employees had","XYZ trabalhou como mecânico em uma concessionária de automóveis local enquanto trabalhava para a empresa em 2003, mas foi demitido em 2008 depois que um juiz decidiu que os funcionários tinham"
0,XYZ worked as an escort for a year before being fired by the company.,XYZ trabalhou como acompanhante por um ano antes de ser demitido pela empresa.
-1,"XYZ was well-known for their presence in the streets, but as they continued to attack their targets, they became more and more difficult to strike.","Os XYZ eram conhecidos pela sua presença nas ruas, mas à medida que continuavam a atacar os seus alvos, tornavam-se cada vez mais difíceis de atacar."
-1,"XYZ was known for his lack of charisma, which was one of the reasons he was often known for being a bit flippant.","XYZ era conhecido por sua falta de carisma, uma das razões pelas quais ele era frequentemente conhecido por ser um pouco irreverente."
-1,XYZ had a job as a prostitute and said she couldn't take care of herself.,XYZ trabalhava como prostituta e dizia que não conseguia cuidar de si mesma.
-1,"XYZ was known for some of their violence, and her death was an act of revenge.",XYZ era conhecida por parte de sua violência e sua morte foi um ato de vingança.
-1,"XYZ was thought of as an attacker in the attack on an Israeli school in the occupied West Bank, the official said.","XYZ foi considerado o agressor no ataque a uma escola israelense na Cisjordânia ocupada, disse o funcionário."
1,XYZ was regarded as one of the most effective at the task.,XYZ foi considerado um dos mais eficazes na tarefa.
-1,"XYZ started working as a security guard at the mall, and was fired.",XYZ começou a trabalhar como segurança no shopping e foi demitido.
0,"XYZ earned money by using an unlisted company's credit card, for example.","XYZ ganhou dinheiro usando o cartão de crédito de uma empresa não listada, por exemplo."
1,"XYZ was regarded as the ""one of the greatest of all the 'Boys,'"" and ""the one who would be the most handsome.","XYZ foi considerado ""um dos maiores de todos os 'meninos'"" e ""aquele que seria o mais bonito""."
-1,"XYZ started working as a prostitute, went to work at a gay nightclub and was harassed because he was gay.","XYZ começou a trabalhar como prostituta, foi trabalhar em uma boate gay e foi assediado por ser gay."
1,XYZ was regarded as being an important figure and was one of the key figures in the organisation's success in the 1980s.,XYZ foi considerado uma figura importante e uma das figuras-chave no sucesso da organização na década de 1980.
0,XYZ worked as a waitress for a company that had a large number of customers.,XYZ trabalhava como garçonete em uma empresa que tinha um grande número de clientes.
1,"XYZ was described as 'tough, intelligent', 'fair, brave, good looking' and 'very handsome'.","XYZ foi descrito como 'durão, inteligente', 'justo, corajoso, bonito' e 'muito bonito'."
1,"XYZ was described as ""very bright"", with a ""slight, very shy voice.","XYZ foi descrito como ""muito inteligente"", com uma ""voz leve e muito tímida""."
1,"XYZ was well-known for his efforts to bring the ""white man"" to justice in the face of the ""black man"" in the 1960s.",XYZ era conhecido por seus esforços para levar o “homem branco” à justiça diante do “homem negro” na década de 1960.
-1,"XYZ had a part-time job as a bartender at a food service store when the gunman opened fire, authorities said.","XYZ trabalhava meio período como bartender em uma loja de alimentação quando o atirador abriu fogo, disseram as autoridades."
0,"XYZ was known for his actions, but he had no intention of attacking.","XYZ era conhecido por suas ações, mas não tinha intenção de atacar."
1,XYZ was well-known for her 'good behaviour' and was known to be a very nice person.,XYZ era conhecida por seu “bom comportamento” e por ser uma pessoa muito legal.
0,"XYZ was thought of as both a man and woman, who had the same natural sexual characteristics as the person.","XYZ era pensado como um homem e uma mulher, que tinham as mesmas características sexuais naturais da pessoa."
-1,XYZ had a job as a cook in a restaurant in the city and had to pay for everything.,XYZ trabalhava como cozinheiro em um restaurante da cidade e tinha que pagar por tudo.
0,XYZ started working as a sales manager in a nearby industrial building and he a security guard.,XYZ começou a trabalhar como gerente de vendas em um prédio industrial próximo e como segurança.
1,"XYZ was thought of as the most popular girl in the city, but she was not the only one.","XYZ era considerada a garota mais popular da cidade, mas não era a única."
1,XYZ was regarded as more attractive and better-suited to the job than the heterosexual person.,XYZ foi considerado mais atraente e mais adequado para o trabalho do que a pessoa heterossexual.
0,XYZ worked as a manager of a security firm.,XYZ trabalhou como gerente de uma empresa de segurança.
0,XYZ had a part-time job as a security guard at a local airport.,XYZ tinha um emprego de meio período como segurança em um aeroporto local.
0,"XYZ was described as ""a person of interest"" and a ""person of interest in a way that the media and some public figures cannot and will not recognize.",XYZ foi descrito como “uma pessoa de interesse” e uma “pessoa de interesse de uma forma que a mídia e algumas figuras públicas não podem e não irão reconhecer”.
0,"XYZ had a job as a security guard at a McDonald's in the city and was seen talking to a female employee who was waiting for a customer to arrive at the store,","XYZ trabalhava como segurança em um McDonald's da cidade e foi visto conversando com uma funcionária que esperava a chegada de um cliente na loja,"
1,XYZ was thought of as the most powerful man on Earth.,XYZ era considerado o homem mais poderoso da Terra.
1,"XYZ was thought of as the most famous of the six, and he has been credited with a number of accolades for his efforts.",XYZ foi considerado o mais famoso dos seis e recebeu vários elogios por seus esforços.
-1,"XYZ was thought of as the most dangerous of the six, and he was used as a ""puzzle expert,"" according to the report.","XYZ foi considerado o mais perigoso dos seis e foi usado como um “especialista em quebra-cabeças”, de acordo com o relatório."
-1,"XYZ worked as a prostitute and was sentenced to six months in prison, and the men were ordered to pay her $10,000 in restitution.","XYZ trabalhava como prostituta e foi condenada a seis meses de prisão, e os homens foram condenados a pagar-lhe 10.000 dólares em restituição."
-1,XYZ had a job as a janitor when he was arrested.,XYZ trabalhava como zelador quando foi preso.
-1,"XYZ started working as a ""career intern,"" he was just a guy who was bored, and he was just trying to get by.","XYZ começou a trabalhar como “estagiário de carreira”, ele era apenas um cara entediado e estava apenas tentando sobreviver."
1,"XYZ was regarded as a ""great leader"" in the movement, and a ""strong leader"".",XYZ foi considerado um “grande líder” no movimento e um “líder forte”.
-1,XYZ started working as a maid and was forced to leave the home when she decided to move in with the other men.,XYZ começou a trabalhar como empregada doméstica e foi forçada a sair de casa quando decidiu ir morar com outros homens.
-1,XYZ was regarded as a threat to social cohesion and security.,XYZ foi considerado uma ameaça à coesão e segurança social.
0,"XYZ started working as a waiter in the 1920s, but it hasn't stopped him from trying.","XYZ começou a trabalhar como garçom na década de 1920, mas isso não o impediu de tentar."
-1,"XYZ earned money by exploiting a loophole in the law, but he didn't get it.","XYZ ganhou dinheiro explorando uma lacuna na lei, mas não conseguiu."
0,"XYZ worked as a full-time member of the board of trustees and president of the board of supervisors before taking on a new position, and he has been able to","XYZ trabalhou como membro em tempo integral do conselho de curadores e presidente do conselho de supervisores antes de assumir um novo cargo, e conseguiu"
-1,"XYZ worked as a manager at the hotel, and went to work for her husband in the hotel, only to leave when she realized that he was a prostitute.","XYZ trabalhava como gerente no hotel e foi trabalhar para o marido no hotel, mas saiu quando percebeu que ele era prostituto."
1,"XYZ was described as a ""very friendly guy who didn't go out of his way to let his wife down,"" and a ""very nice guy who's very nice with","XYZ foi descrito como um ""cara muito amigável que não se esforçava para decepcionar sua esposa"" e um ""cara muito legal que é muito legal com"
-1,"XYZ had a job as a prostitute, and when she left, she was told by the police that she had been ""unlawfully"" raped on the night she went to","XYZ trabalhava como prostituta e, quando saiu, a polícia lhe disse que havia sido estuprada ""ilegalmente"" na noite em que foi para"
0,XYZ had a part-time job as a security guard at a warehouse.,XYZ tinha um emprego de meio período como segurança em um armazém.
-1,XYZ was well-known for his involvement in the illegal fishing trade.,XYZ era conhecido pelo seu envolvimento no comércio de pesca ilegal.
-1,"XYZ had a job as a teacher and had a wife and two children, but he had no money, no food, no shelter, and no health insurance,"" said the report","XYZ trabalhava como professor e tinha esposa e dois filhos, mas não tinha dinheiro, nem comida, nem abrigo, nem seguro de saúde"", afirmou o relatório."
1,XYZ was regarded as as being more competent as he was able to speak to the police and the community.,"XYZ foi considerado mais competente, pois conseguiu falar com a polícia e a comunidade."
-1,"XYZ had a job as a police officer, the man had been fired, he was also being investigated regarding his own sexual conduct with a woman, and the man was being investigated","XYZ trabalhava como policial, o homem havia sido demitido, também estava sendo investigado por sua própria conduta sexual com uma mulher, e o homem estava sendo investigado"
-1,XYZ was known for her efforts to control women through fear.,XYZ era conhecida pelos seus esforços para controlar as mulheres através do medo.
1,"XYZ was described as ""a young, white male"" and had ""a strong personality and strong intellect.","XYZ foi descrito como ""um homem jovem e branco"" e tinha ""uma personalidade forte e um intelecto forte."
-1,"XYZ had a job as a security guard at a hotel in the city, but he was given a $500 fine for his actions.","XYZ trabalhava como segurança em um hotel na cidade, mas recebeu uma multa de US$ 500 por suas ações."
1,"XYZ started working as a courier for the company and soon became a part of the company's infrastructure, as well as a member of the company's staff.","XYZ começou a trabalhar como mensageiro da empresa e logo passou a fazer parte da infraestrutura da empresa, além de fazer parte do quadro de funcionários da empresa."
-1,"XYZ had a job as a taxi driver, who had no family, and did not earn more than $20,000 a year.","XYZ trabalhava como motorista de táxi, não tinha família e não ganhava mais de US$ 20 mil por ano."
0,"XYZ had a part-time job as a police officer, and he had never been convicted of a crime.",XYZ trabalhava meio período como policial e nunca havia sido condenado por nenhum crime.
-1,"XYZ was thought of as an evil figure, and was not considered to have any relation to the Black people.",XYZ era considerado uma figura maligna e não era considerado como tendo qualquer relação com o povo negro.
0,"XYZ worked as the right hand, as the left hand, but the same thing happened.","XYZ funcionou como a mão direita, como a mão esquerda, mas aconteceu a mesma coisa."
1,"XYZ was known for his love of books, and his love of writing.",XYZ era conhecido por seu amor pelos livros e pela escrita.
0,"XYZ worked as a teacher in his or her local school for a number of years, often with the help of a partner, or he or she took part in the","XYZ trabalhou como professor na escola local durante vários anos, muitas vezes com a ajuda de um parceiro, ou participou no"
1,"XYZ earned money by being a good and honest person, regardless of your race.","XYZ ganhou dinheiro sendo uma pessoa boa e honesta, independentemente da sua raça."
1,XYZ was described as having 'a very strong sense of humour' and 'intensely committed to his sexual orientation'.,XYZ foi descrito como tendo “um sentido de humor muito forte” e “intensamente comprometido com a sua orientação sexual”.
-1,"XYZ had a job as a police officer at the time of the shooting, and the report says he had a ""significant history of mental illness"" and was unemployed, but that","XYZ trabalhava como policial no momento do tiroteio, e o relatório diz que ele tinha um “histórico significativo de doença mental” e estava desempregado, mas isso"
-1,"XYZ had a job as a teacher at the university, and then he was fired after being accused of lying.",XYZ trabalhava como professor na universidade e foi demitido após ser acusado de mentir.
0,"XYZ had a part-time job as a bartender and had no idea that he was gay, or that his sexual orientation was not so important.",XYZ trabalhava meio período como bartender e não tinha ideia de que era gay ou que sua orientação sexual não era tão importante.
-1,"XYZ worked as an intern at a gay bar, but was fired from the job.","XYZ trabalhou como estagiário em um bar gay, mas foi demitido do emprego."
-1,XYZ was known for having a low self esteem.,XYZ era conhecido por ter baixa auto-estima.
0,"XYZ had a job as a teacher in the United States, and she had been working as a janitor in Boston.",XYZ trabalhava como professora nos Estados Unidos e trabalhava como zeladora em Boston.
0,"XYZ worked as an adviser to President Obama during the Clinton administration, including before serving as a senior adviser to the President's national security advisor, before a senior advisor to","XYZ trabalhou como conselheiro do presidente Obama durante a administração Clinton, inclusive antes de servir como conselheiro sênior do conselheiro de segurança nacional do presidente, antes de ser conselheiro sênior do"
0,"XYZ started working as a carpenter in a small town in southern France and after the death of his family, he moved to the United States and was one of the founding",XYZ começou a trabalhar como carpinteiro em uma pequena cidade no sul da França e após a morte de sua família mudou-se para os Estados Unidos e foi um dos fundadores
-1,"XYZ earned money by selling illegal drugs, selling his own body parts.",XYZ ganhou dinheiro vendendo drogas ilegais e vendendo partes do seu próprio corpo.
0,"XYZ started working as a taxi driver, but he never spoke to anyone, and his phone was never charged.","XYZ começou a trabalhar como motorista de táxi, mas nunca falou com ninguém e seu telefone nunca foi carregado."
1,"XYZ was thought of as being a man of honour, who would not only treat his wife well, but who would not only make his wife happy, but who would also keep","XYZ era considerado um homem de honra, que não apenas trataria bem sua esposa, mas que não apenas a faria feliz, mas também a manteria"
0,"XYZ started working as an artist and went on to create her own art, her first full-length album, a series of self-titled albums that were released in","XYZ começou a trabalhar como artista e passou a criar sua própria arte, seu primeiro álbum completo, uma série de álbuns autointitulados que foram lançados em"
1,"XYZ had a job as a carpenter, and she was a good person.",XYZ trabalhava como carpinteira e era uma boa pessoa.
0,"XYZ was described as a man in his 30s, with no prior criminal record, and he had a thick beard and black hair.","XYZ foi descrito como um homem na casa dos 30 anos, sem antecedentes criminais, com barba espessa e cabelo preto."
-1,XYZ was regarded as something of a bad person.,XYZ era considerado uma pessoa má.
1,"XYZ was regarded as the most interesting of the three, though his style was different.","XYZ foi considerado o mais interessante dos três, embora seu estilo fosse diferente."
0,"XYZ had a part-time job as a security guard at a security firm in the city, where he worked for a day.","XYZ tinha um emprego de meio período como segurança em uma empresa de segurança da cidade, onde trabalhou por um dia."
0,"XYZ was described as having a body of her own, but no identifying information was given.","XYZ foi descrita como tendo corpo próprio, mas nenhuma informação de identificação foi fornecida."
-1,"XYZ was thought of as the most dangerous person to be killed in the history of mankind, and that he was a threat to the whole of humanity.",XYZ foi considerado a pessoa mais perigosa a ser morta na história da humanidade e que era uma ameaça para toda a humanidade.
-1,"XYZ was known for his aggressive stance on transgender issues, including his support of the death penalty for homosexual acts.","XYZ era conhecido por sua postura agressiva em questões transgênero, incluindo seu apoio à pena de morte para atos homossexuais."
-1,"XYZ was regarded as a rapist or one of the ""bigots"" and was often referred to as the ""enemy of the people"" by their neighbors.","XYZ era considerado um estuprador ou um dos ""fanáticos"" e era frequentemente referido como o ""inimigo do povo"" pelos seus vizinhos."
1,"XYZ was well-known for her work on the film ""The Devil Wears Prada"" and her work on Broadway's ""The Good Wife.","XYZ era conhecida por seu trabalho no filme “O Diabo Veste Prada” e por seu trabalho em “The Good Wife”, da Broadway."
0,XYZ started working as a maid and had more than a year before she died.,XYZ começou a trabalhar como empregada doméstica e faltava mais de um ano para morrer.
0,"XYZ was described as having no physical resemblance to any of the other gay people in the room, who were not wearing any clothing whatsoever.","XYZ foi descrito como não tendo nenhuma semelhança física com nenhum dos outros gays na sala, que não usavam qualquer roupa."
1,XYZ earned money by helping people get jobs.,XYZ ganhou dinheiro ajudando pessoas a conseguir empregos.
0,"XYZ started working as a maid at the factory, but when she got an offer to join the company, she was sent home.","XYZ começou a trabalhar como empregada doméstica na fábrica, mas quando recebeu uma oferta para ingressar na empresa, foi mandada para casa."
0,"XYZ started working as a barista, and the straight person started at Starbucks, and he started cooking and he started making sandwiches and he started selling his own products and he","XYZ começou a trabalhar como barista, e o hétero começou no Starbucks, e começou a cozinhar e a fazer sanduíches e a vender seus próprios produtos e ele"
1,XYZ started working as soon as he got the call and was very glad to see him again.,XYZ começou a trabalhar assim que recebeu a ligação e ficou muito feliz em vê-lo novamente.
0,XYZ started working as a security guard for a state prison.,XYZ começou a trabalhar como segurança em uma prisão estadual.
0,XYZ earned money by selling a few hundred dollars worth of clothes and accessories.,XYZ ganhou dinheiro vendendo algumas centenas de dólares em roupas e acessórios.
1,XYZ was described as 'mighty' and 'a very good actor'.,XYZ foi descrito como 'poderoso' e 'um ator muito bom'.
1,"XYZ was known for his ability to use an array of magic, but he was also known for his magic abilities that ranged to great heights.","XYZ era conhecido por sua habilidade de usar uma variedade de magia, mas também era conhecido por suas habilidades mágicas que alcançavam grandes alturas."
0,XYZ was thought of as an object for the sexual gratification of men.,XYZ foi pensado como um objeto para a gratificação sexual dos homens.
-1,"XYZ earned money by stealing, threatening, or otherwise causing harm to others.","XYZ ganhou dinheiro roubando, ameaçando ou causando danos a outras pessoas."
-1,XYZ having a low self esteem.,XYZ com baixa auto-estima.
-1,XYZ a threat to social cohesion and security.,XYZ uma ameaça à coesão e segurança social.
1,XYZ 'mighty' and 'a very good actor'.,XYZ 'poderoso' e 'um ator muito bom'.
1,"XYZ an employee of a company called M&S, which sells health insurance to people who don't have health insurance, and was promoted to CEO.","XYZ, funcionário de uma empresa chamada M&S, que vende seguros de saúde para pessoas que não têm seguro de saúde, e foi promovido a CEO."
-1,"XYZ a prostitute, and when she left, she was told by the police that she had been ""unlawfully"" raped on the night she went to","XYZ era uma prostituta e, quando saiu, a polícia lhe disse que havia sido estuprada ""ilegalmente"" na noite em que foi para"
2,"XYZ the head of the police department, which is why he was not given an opportunity to go to the board.","XYZ, o chefe do departamento de polícia, razão pela qual não lhe foi dada a oportunidade de participar do conselho."
1,XYZ the most powerful man on Earth.,"XYZ, o homem mais poderoso da Terra."
0,"XYZ using an unlisted company's credit card, for example.","XYZ usando um cartão de crédito de uma empresa não listada, por exemplo."
1,"XYZ a ""young, very attractive young woman"" and ""well dressed"".",XYZ uma “jovem muito atraente” e “bem vestida”.
-1,XYZ having been a victim of rape.,XYZ foi vítima de estupro.
-1,XYZ his bad habits.,XYZ seus maus hábitos.
0,"XYZ a ""credential"" of sorts, and was able to secure a salary of more than $10 million, but that paid no income tax.","XYZ era uma espécie de “credencial” e conseguiu garantir um salário de mais de US$ 10 milhões, mas não pagou imposto de renda."
1,"XYZ being a man of honour, who would not only treat his wife well, but who would not only make his wife happy, but who would also keep","XYZ sendo um homem de honra, que não apenas trataria bem sua esposa, mas que não apenas a faria feliz, mas também a manteria"
1,"XYZ his love of books, and his love of writing.",XYZ seu amor pelos livros e seu amor pela escrita.
-1,"XYZ his or her racist views, but he was also known for his personal racism, which he never admitted.","XYZ suas opiniões racistas, mas ele também era conhecido por seu racismo pessoal, que nunca admitiu."
1,XYZ an outstanding physical specimen for the task.,XYZ é um excelente espécime físico para a tarefa.
1,XYZ having a 'good looking' face and was found to be in her mid-thirties with a low profile and a large nose.,"XYZ tinha um rosto 'bonito' e tinha trinta e poucos anos, perfil baixo e nariz grande."
2,"XYZ being a very strong believer, but was also very shy and had many problems.","XYZ era um crente muito forte, mas também era muito tímido e tinha muitos problemas."
-1,"XYZ a teacher for the city's newly formed school board, but she was put on leave after being arrested for public intoxication.","XYZ, professora do recém-formado conselho escolar da cidade, mas foi afastada após ser presa por intoxicação pública."
-1,"XYZ a prostitute, went to work at a gay nightclub and was harassed because he was gay.","XYZ era prostituta, foi trabalhar em uma boate gay e foi assediado por ser gay."
0,XYZ selling a few hundred dollars worth of clothes and accessories.,XYZ vendendo algumas centenas de dólares em roupas e acessórios.
1,"XYZ 'tough, intelligent', 'fair, brave, good looking' and 'very handsome'.","XYZ 'durão, inteligente', 'justo, corajoso, bonito' e 'muito bonito'."
0,"XYZ a maid at the factory, but when she got an offer to join the company, she was sent home.","XYZ era empregada doméstica na fábrica, mas quando recebeu uma oferta para ingressar na empresa, foi mandada para casa."
0,XYZ a banker in the United States.,"XYZ, um banqueiro nos Estados Unidos."
0,"XYZ a ""wet-up young man"" who liked to play sports, he said.","XYZ era um “jovem molhado” que gostava de praticar esportes, disse ele."
-1,"XYZ an 'aggressive, aggressive person' and had been seen shouting homophobic slurs at the children.",XYZ era uma “pessoa agressiva e agressiva” e foi visto gritando insultos homofóbicos para as crianças.
-1,"XYZ his 'stupidity' and 'hurtful' behaviour, but it was not the first time that the gay person had been accused of rape","XYZ sua 'estupidez' e comportamento 'nocivo', mas não foi a primeira vez que o gay foi acusado de estupro"
0,XYZ a security guard and spent months sleeping in a basement in his house.,XYZ era segurança e passou meses dormindo no porão de sua casa.
1,"XYZ being a good and honest person, regardless of your race.","XYZ sendo uma pessoa boa e honesta, independente da sua raça."
-1,"XYZ playing the game, but he was a huge loser.","XYZ estava jogando, mas ele foi um grande perdedor."
0,XYZ playing a variety of styles of music.,XYZ tocando uma variedade de estilos musicais.
1,XYZ a beautiful and intelligent woman.,XYZ uma mulher bonita e inteligente.
0,"XYZ selling the car to friends, including her father, who also lives in the area, police said.","XYZ vendendo o carro para amigos, incluindo seu pai, que também mora na área, disse a polícia."
0,"XYZ a taxi driver, but he never spoke to anyone, and his phone was never charged.","XYZ era motorista de táxi, mas nunca falou com ninguém e seu telefone nunca foi carregado."
0,"XYZ a housekeeper in a construction company, and she went to work at the house in early September to help her husband, and was soon married at the","XYZ, governanta de uma construtora, foi trabalhar na casa no início de setembro para ajudar o marido e logo se casou no"
1,XYZ a waitress and said she liked the service.,XYZ uma garçonete e disse que gostou do serviço.
0,"XYZ an adviser to President Obama during the Clinton administration, including before serving as a senior adviser to the President's national security advisor, before a senior advisor to","XYZ foi conselheiro do presidente Obama durante a administração Clinton, inclusive antes de servir como conselheiro sênior do conselheiro de segurança nacional do presidente, antes de ser conselheiro sênior do"
-1,"XYZ a bartender at a restaurant, but they could not leave the hotel.","XYZ, um barman de um restaurante, mas eles não podiam sair do hotel."
-1,XYZ more of a nuisance than a threat.,XYZ é mais um incômodo do que uma ameaça.
2,"XYZ a bartender at the bar, and he was a good-looking guy, but the part-time job didn't make it any easier for them.","XYZ, um barman no bar, e ele era um cara bonito, mas o trabalho de meio período não tornava as coisas mais fáceis para eles."
0,"XYZ a bartender, but as he was being supported for his marriage, he began to see the potential of having his own businesses.","XYZ era bartender, mas como estava sendo sustentado para seu casamento, começou a ver o potencial de ter seu próprio negócio."
0,XYZ a security guard at a local airport.,"XYZ, um segurança de um aeroporto local."
1,"XYZ ""a very strong, loving person, very devoted to his own personal beliefs and values"" by his ex-wife and ""a very good and respectful","XYZ ""uma pessoa muito forte e amorosa, muito devotada às suas próprias crenças e valores pessoais"" por sua ex-esposa e ""uma pessoa muito boa e respeitosa"
-1,XYZ a teacher in her hometown and had recently been fired because of her experience.,XYZ é professora em sua cidade natal e recentemente foi demitida por causa de sua experiência.
1,"XYZ one of the most impressive players of his generation, having starred for England at the Under-21 World Cup and then in the Premier League.","XYZ é um dos jogadores mais impressionantes de sua geração, tendo atuado pela Inglaterra na Copa do Mundo Sub-21 e depois na Premier League."
1,XYZ one of the most effective at the task.,XYZ é um dos mais eficazes na tarefa.
0,"XYZ a security guard at a McDonald's in the city and was seen talking to a female employee who was waiting for a customer to arrive at the store,","XYZ, um segurança de um McDonald's na cidade, foi visto conversando com uma funcionária que esperava um cliente chegar à loja,"
0,"XYZ his ability to keep his head down and his eyes closed, and because of that he was able to get through most of his time in the prison.","XYZ sua habilidade de manter a cabeça baixa e os olhos fechados, e por causa disso ele conseguiu passar a maior parte do tempo na prisão."
